Month,btc_start_date,price_close,volume_traded,eth_start_date,price_close,volume_traded,ltc_start_date,price_close,volume_traded,ZEC_start_date,price_close,volume_traded,XLM_start_date,price_close,volume_traded,XRP_start_date,price_close,volume_traded,USDT_start_date,price_close,volume_traded,DASH_start_date,price_close,volume_traded,ADA_start_date,price_close,volume_traded
Oct,2018-10-11T00:00:00.0000000Z,6438.5,25168.59004,2018-10-11T00:00:00.0000000Z,204.73,543164.1189,2018-10-11T00:00:00.0000000Z,53.48,93737.59295,2018-10-11T00:00:00.0000000Z,0.4402,63630045.59,2018-10-11T00:00:00.0000000Z,0.21847,18514526.03,2018-10-11T00:00:00.0000000Z,0.4402,63630045.59,2018-10-11T00:00:00.0000000Z,0.956,48233932.74,2018-10-11T00:00:00.0000000Z,160.704,6767.127872,2018-10-11T00:00:00.0000000Z,0.073273,19304544.75
Oct,2018-10-16T00:00:00.0000000Z,6412.3,9159.802766,2018-10-16T00:00:00.0000000Z,202.59,182898.3205,2018-10-16T00:00:00.0000000Z,52.86,37156.99639,2018-10-16T00:00:00.0000000Z,0.45574,30954015.97,2018-10-16T00:00:00.0000000Z,0.245794,18948625.74,2018-10-16T00:00:00.0000000Z,0.45574,30954015.97,2018-10-16T00:00:00.0000000Z,0.9725,29267481.87,2018-10-16T00:00:00.0000000Z,152.628,5436.428337,2018-10-16T00:00:00.0000000Z,0.07585,10264892.02
Oct,2018-10-21T00:00:00.0000000Z,6393,7414.843399,2018-10-21T00:00:00.0000000Z,199.6,118243.0445,2018-10-21T00:00:00.0000000Z,51.61,16983.67536,2018-10-21T00:00:00.0000000Z,0.45372,22848064.54,2018-10-21T00:00:00.0000000Z,0.233499,6139266.511,2018-10-21T00:00:00.0000000Z,0.45372,22848064.54,2018-10-21T00:00:00.0000000Z,0.9772,8572908.879,2018-10-21T00:00:00.0000000Z,153.3,3483.391365,2018-10-21T00:00:00.0000000Z,0.0734,4286086.527
Oct,2018-10-26T00:00:00.0000000Z,6275,11455.28626,2018-10-26T00:00:00.0000000Z,195.29,137524.564,2018-10-26T00:00:00.0000000Z,48.86,25084.82995,2018-10-26T00:00:00.0000000Z,0.44359,24575749.96,2018-10-26T00:00:00.0000000Z,0.22092,6098987.708,2018-10-26T00:00:00.0000000Z,0.44359,24575749.96,2018-10-26T00:00:00.0000000Z,0.9933,58135806.44,2018-10-26T00:00:00.0000000Z,152.002,1893.194897,2018-10-26T00:00:00.0000000Z,0.0697,5511870.383
Oct,2018-10-31T00:00:00.0000000Z,6419.9,9002.910173,2018-10-31T00:00:00.0000000Z,210.13,167981.2821,2018-10-31T00:00:00.0000000Z,54.04,29320.53035,2018-10-31T00:00:00.0000000Z,0.46642,26512914.36,2018-10-31T00:00:00.0000000Z,0.243,9081635.43,2018-10-31T00:00:00.0000000Z,0.46642,26512914.36,2018-10-31T00:00:00.0000000Z,0.9912,17068330.83,2018-10-31T00:00:00.0000000Z,164.688,4216.126286,2018-10-31T00:00:00.0000000Z,0.077407,8857344.432
Nov,2018-11-05T00:00:00.0000000Z,6335.4,11437.53199,2018-11-05T00:00:00.0000000Z,207.9,240756.6388,2018-11-05T00:00:00.0000000Z,51.65,34621.21449,2018-11-05T00:00:00.0000000Z,0.49745,62676127.33,2018-11-05T00:00:00.0000000Z,0.255054,30248981.52,2018-11-05T00:00:00.0000000Z,0.49745,62676127.33,2018-11-05T00:00:00.0000000Z,0.9867,18121511.04,2018-11-05T00:00:00.0000000Z,158.001,6877.865232,2018-11-05T00:00:00.0000000Z,0.0737,11668502.65
Nov,2018-11-10T00:00:00.0000000Z,5600.9,23418.4199,2018-11-10T00:00:00.0000000Z,177.8,365225.9227,2018-11-10T00:00:00.0000000Z,42.75,61291.30788,2018-11-10T00:00:00.0000000Z,0.45792,49970807.96,2018-11-10T00:00:00.0000000Z,0.228,33837193.92,2018-11-10T00:00:00.0000000Z,0.45792,49970807.96,2018-11-10T00:00:00.0000000Z,0.9497,29029189,2018-11-10T00:00:00.0000000Z,140.126,8580.57783,2018-11-10T00:00:00.0000000Z,0.063304,14567481.95
Nov,2018-11-15T00:00:00.0000000Z,4741.2,36754.98284,2018-11-15T00:00:00.0000000Z,145.5,534988.6087,2018-11-15T00:00:00.0000000Z,35.81,88786.58777,2018-11-15T00:00:00.0000000Z,0.46568,73748641.99,2018-11-15T00:00:00.0000000Z,0.220109,32585482.48,2018-11-15T00:00:00.0000000Z,0.46568,73748641.99,2018-11-15T00:00:00.0000000Z,0.9633,58410374.59,2018-11-15T00:00:00.0000000Z,107.265,13174.71681,2018-11-15T00:00:00.0000000Z,0.057995,18781173.6
Nov,2018-11-20T00:00:00.0000000Z,3780,64128.00566,2018-11-20T00:00:00.0000000Z,110.55,1076910.423,2018-11-20T00:00:00.0000000Z,28.59,164885.8959,2018-11-20T00:00:00.0000000Z,0.365,90420252.15,2018-11-20T00:00:00.0000000Z,0.15,54155402.87,2018-11-20T00:00:00.0000000Z,0.365,90420252.15,2018-11-20T00:00:00.0000000Z,0.9633,43387999.75,2018-11-20T00:00:00.0000000Z,90.097,19916.44937,2018-11-20T00:00:00.0000000Z,0.035786,24353416.93
Nov,2018-11-25T00:00:00.0000000Z,4241.9,79464.48672,2018-11-25T00:00:00.0000000Z,116.26,1060792.512,2018-11-25T00:00:00.0000000Z,33.48,174326.8851,2018-11-25T00:00:00.0000000Z,0.3768,88243605.6,2018-11-25T00:00:00.0000000Z,0.162873,59114721.06,2018-11-25T00:00:00.0000000Z,0.3768,88243605.6,2018-11-25T00:00:00.0000000Z,0.9889,46245898.95,2018-11-25T00:00:00.0000000Z,95.565,13746.92009,2018-11-25T00:00:00.0000000Z,0.041465,44493348.55
Nov,2018-11-30T00:00:00.0000000Z,3904.7,58879.07448,2018-11-30T00:00:00.0000000Z,108.68,425028.9749,2018-11-30T00:00:00.0000000Z,30.69,96730.50795,2018-11-30T00:00:00.0000000Z,0.34788,42674949.37,2018-11-30T00:00:00.0000000Z,0.144692,28515405.26,2018-11-30T00:00:00.0000000Z,0.34788,42674949.37,2018-11-30T00:00:00.0000000Z,0.9859,9286701.003,2018-11-30T00:00:00.0000000Z,83.473,5457.191768,2018-11-30T00:00:00.0000000Z,0.036948,23098432.83
Dec,2018-12-05T00:00:00.0000000Z,3539.5,70314.61074,2018-12-05T00:00:00.0000000Z,92.8,1186207.623,2018-12-05T00:00:00.0000000Z,25.29,165102.2821,2018-12-05T00:00:00.0000000Z,0.30834,44317851.35,2018-12-05T00:00:00.0000000Z,0.120691,58111314.78,2018-12-05T00:00:00.0000000Z,0.30834,44317851.35,2018-12-05T00:00:00.0000000Z,0.9943,12538846.93,2018-12-05T00:00:00.0000000Z,74.65,29228.71218,2018-12-05T00:00:00.0000000Z,0.031198,31594269.29
Dec,2018-12-10T00:00:00.0000000Z,3194.9,47439.0814,2018-12-10T00:00:00.0000000Z,82.84,684372.2921,2018-12-10T00:00:00.0000000Z,23.13,127737.5367,2018-12-10T00:00:00.0000000Z,0.28448,26424382.81,2018-12-10T00:00:00.0000000Z,0.095319,31059849.02,2018-12-10T00:00:00.0000000Z,0.28448,26424382.81,2018-12-10T00:00:00.0000000Z,0.99,12432498.31,2018-12-10T00:00:00.0000000Z,57.845,16117.49247,2018-12-10T00:00:00.0000000Z,0.028093,14293362.51
Dec,2018-12-15T00:00:00.0000000Z,3683.6,66691.1868,2018-12-15T00:00:00.0000000Z,99.4,861292.5239,2018-12-15T00:00:00.0000000Z,29.02,154980.9367,2018-12-15T00:00:00.0000000Z,0.34698,54441387.05,2018-12-15T00:00:00.0000000Z,0.112227,42567560.08,2018-12-15T00:00:00.0000000Z,0.34698,54441387.05,2018-12-15T00:00:00.0000000Z,1.0048,14602903.36,2018-12-15T00:00:00.0000000Z,72.397,14248.69533,2018-12-15T00:00:00.0000000Z,0.0339,28747153.49
Dec,2018-12-20T00:00:00.0000000Z,4033.6,71648.40223,2018-12-20T00:00:00.0000000Z,139.4,1266239.019,2018-12-20T00:00:00.0000000Z,32.97,180552.2699,2018-12-20T00:00:00.0000000Z,0.40326,64506938.32,2018-12-20T00:00:00.0000000Z,0.130896,47852956.26,2018-12-20T00:00:00.0000000Z,0.40326,64506938.32,2018-12-20T00:00:00.0000000Z,1.005,19101401.71,2018-12-20T00:00:00.0000000Z,90.097,27068.94003,2018-12-20T00:00:00.0000000Z,0.0454,34609489.45
Dec,2018-12-25T00:00:00.0000000Z,3725,54308.86932,2018-12-25T00:00:00.0000000Z,133.95,1027311.15,2018-12-25T00:00:00.0000000Z,30.44,153584.553,2018-12-25T00:00:00.0000000Z,0.35875,63760883.83,2018-12-25T00:00:00.0000000Z,0.115053,21210858.74,2018-12-25T00:00:00.0000000Z,0.35875,63760883.83,2018-12-25T00:00:00.0000000Z,1.0097,13544375.94,2018-12-25T00:00:00.0000000Z,77.8,18106.28284,2018-12-25T00:00:00.0000000Z,0.0407,26361332.61
Dec,2018-12-30T00:00:00.0000000Z,3832.4,5832.292969,2018-12-30T00:00:00.0000000Z,138.72,133267.1332,2018-12-30T00:00:00.0000000Z,31.58,13602.34019,2018-12-30T00:00:00.0000000Z,0.36759,7371710.459,2018-12-30T00:00:00.0000000Z,0.116067,1937371.118,2018-12-30T00:00:00.0000000Z,0.36759,7371710.459,2018-12-30T00:00:00.0000000Z,1.0075,1778643.296,2018-12-30T00:00:00.0000000Z,80.854,2098.899948,2018-12-30T00:00:00.0000000Z,0.043195,2796649.427
