,btc_start_date,price_open,price_close,volume_traded,eth_start_date,price_open,price_close,volume_traded,ltc_start_date,price_open,price_close,volume_traded,ada_start_date,price_open,price_close,volume_traded,doge_start_date,price_open,price_close,volume_traded,xlm_start_date,price_open,price_close,volume_traded,xrp_start_date,price_open,price_close,volume_traded,lisk_start_date,price_open,price_close,volume_traded,waves_start_date,price_open,price_close,volume_traded,zec_start_date,price_open,price_close,volume_traded,sc_start_date,price_open,price_close,volume_traded,usdt_start_date,price_open,price_close,volume_traded,dash_start_date,price_open,price_close,volume_traded
0,2016-01-01T00:00:00.0000000Z,434.17899,395.95,6812.98123866,2016-10-01T00:00:00.0000000Z,11.87,10.90001,302878.96239676,2016-02-01T00:00:00.0000000Z,3.1832,3.37701,33229.75820918,2018-09-01T00:00:00.0000000Z,0.3,0.085512,7543097.95049735,2019-12-01T00:00:00.0000000Z,0.0020521,0.00197,29527718.41036031,2017-01-01T00:00:00.0000000Z,0.00225,0.002149,13705314.60128674,2017-05-01T00:00:00.0000000Z,0.332105,0.249367,122281928.75995971,2019-11-01T00:00:00.0000000Z,0.758226,0.705487,595123.36592361,2019-10-01T00:00:00.0000000Z,0.7204,0.7775,164153.01798544,2016-11-01T00:00:00.0000000Z,280.0,67.20703,2009.42870472,2019-10-01T00:00:00.0000000Z,0.00188,0.00199,37382153.90389286,2017-04-01T00:00:00.0000000Z,1.0009,0.935,5356883.50856883,2017-04-01T00:00:00.0000000Z,71.51334,92.82983,9150.94674848
1,2016-02-01T00:00:00.0000000Z,390.44,433.7,17039.39374761,2016-11-01T00:00:00.0000000Z,10.90002,8.55384,671811.11465111,2016-03-01T00:00:00.0000000Z,3.38009,3.29989,38416.31775037,2018-10-01T00:00:00.0000000Z,0.0855,0.069731,59723408.88187661,2020-01-01T00:00:00.0000000Z,0.0020099,0.0023636,144359962.47915483,2017-02-01T00:00:00.0000000Z,0.002298,0.00192,13727735.56192263,2017-06-01T00:00:00.0000000Z,0.246133,0.244035,183678603.73639855,2019-12-01T00:00:00.0000000Z,0.711102,0.554753,236685.99081599,2019-11-01T00:00:00.0000000Z,0.7849,0.6023,227670.50086418,2016-12-01T00:00:00.0000000Z,68.16396,48.61947,5157.25804573,2019-11-01T00:00:00.0000000Z,0.002,0.00161,82564045.14813721,2017-05-01T00:00:00.0000000Z,0.9351,1.0571,5546006.14659072,2017-05-01T00:00:00.0000000Z,90.02437,137.37001,60526.73150317
2,2016-03-01T00:00:00.0000000Z,404.4,416.1,48153.07030797,2016-12-01T00:00:00.0000000Z,8.55,8.07,1019535.73161904,2016-04-01T00:00:00.0000000Z,3.23729,3.69254,21566.96331587,2018-11-01T00:00:00.0000000Z,0.069638,0.0386,126552300.10785829,2020-02-01T00:00:00.0000000Z,0.0023593,0.0022133,317556965.9463435,2017-03-01T00:00:00.0000000Z,0.001833,0.002282,79348965.77807531,2017-07-01T00:00:00.0000000Z,0.246792,0.1651,233919484.1867396,2020-01-01T00:00:00.0000000Z,0.552755,1.149,292597.50257229,2019-12-01T00:00:00.0000000Z,0.5798,1.0105,2027183.85683547,2017-01-01T00:00:00.0000000Z,48.0,39.72103,4937.52376119,2019-12-01T00:00:00.0000000Z,0.0016,0.0013,53897657.77504342,2017-06-01T00:00:00.0000000Z,1.05,1.0061,12866885.88907651,2017-06-01T00:00:00.0000000Z,140.64014,174.73788,62989.83025877
3,2016-04-01T00:00:00.0000000Z,416.1,448.906,29351.49936004,2017-01-01T00:00:00.0000000Z,8.09999,10.66911,890222.19608159,2016-05-01T00:00:00.0000000Z,3.64001,4.5568,44692.4445687,2018-12-01T00:00:00.0000000Z,0.038637,0.0407,160112086.59860343,2020-03-01T00:00:00.0000000Z,0.0022132,0.00179,305375570.0768375,2017-04-01T00:00:00.0000000Z,0.002278,0.004805,82106114.72977802,2017-08-01T00:00:00.0000000Z,0.165299,0.26,438200607.36429054,2020-02-01T00:00:00.0000000Z,1.036572,1.281456,1595833.6400624,2020-01-01T00:00:00.0000000Z,1.014,0.8841,1496916.42471263,2017-02-01T00:00:00.0000000Z,39.04901,36.87479,6424.26270077,2020-01-01T00:00:00.0000000Z,0.0013,0.0016,120958863.8807912,2017-07-01T00:00:00.0000000Z,1.0144,1.0025,22041480.23083514,2017-07-01T00:00:00.0000000Z,179.97646,178.5,81831.26943358
4,2016-05-01T00:00:00.0000000Z,448.904,531.19,43005.72007565,2017-02-01T00:00:00.0000000Z,10.75997,15.63,997873.77262309,2016-06-01T00:00:00.0000000Z,4.638,4.16053,57597.78825099,2019-01-01T00:00:00.0000000Z,0.040388,0.038247,124152466.80825666,2020-04-01T00:00:00.0000000Z,0.0017882,0.0023374,207984084.2935252,2017-05-01T00:00:00.0000000Z,0.004805,0.034,720767962.477544,2017-09-01T00:00:00.0000000Z,0.259995,0.19903,301335988.42768914,2020-03-01T00:00:00.0000000Z,1.283764,0.977245,752377.12639653,2020-02-01T00:00:00.0000000Z,0.8847,1.1298,1902734.19913326,2017-03-01T00:00:00.0000000Z,36.91646,62.22333,25896.17726992,2020-02-01T00:00:00.0000000Z,0.0016,0.00227,423629704.7214274,2017-08-01T00:00:00.0000000Z,1.004,1.0046,19335339.5990358,2017-08-01T00:00:00.0000000Z,178.5,387.182,61795.47449927
5,2016-06-01T00:00:00.0000000Z,530.834,671.524,95787.85175508,2017-03-01T00:00:00.0000000Z,15.62999,49.6975,3386529.6311741,2016-07-01T00:00:00.0000000Z,4.27981,3.94,28735.22020841,2019-02-01T00:00:00.0000000Z,0.03807,0.042765,93318811.3441736,2020-05-01T00:00:00.0000000Z,0.0024632,0.0025378,236250086.270174,2017-06-01T00:00:00.0000000Z,0.034,0.026694,209614446.9136031,2017-10-01T00:00:00.0000000Z,0.19904,0.19906,318538449.1595568,2020-04-01T00:00:00.0000000Z,0.966875,1.218623,2522336.46137106,2020-03-01T00:00:00.0000000Z,1.1293,0.9968,1636154.72170622,2017-04-01T00:00:00.0000000Z,63.43361,92.72201,25668.89972668,2020-03-01T00:00:00.0000000Z,0.00227,0.00128,412374136.5940702,2017-09-01T00:00:00.0000000Z,1.0033,0.9998,23008649.60473766,2017-09-01T00:00:00.0000000Z,386.0,330.0,55804.81755363
6,2016-07-01T00:00:00.0000000Z,672.22,622.57,36871.90241741,2017-04-01T00:00:00.0000000Z,49.69,78.367,1165796.97039053,2016-08-01T00:00:00.0000000Z,3.92137,3.65158,31691.89561937,2019-03-01T00:00:00.0000000Z,0.042789,0.069574,184693811.4042636,2020-06-01T00:00:00.0000000Z,0.0025567,0.0023029,194199055.20211005,2017-07-01T00:00:00.0000000Z,0.026505,0.016269,230938509.66055837,2017-11-01T00:00:00.0000000Z,0.19901,0.24,282110922.8692642,2020-05-01T00:00:00.0000000Z,1.229269,1.19798,544785.5118763,2020-04-01T00:00:00.0000000Z,0.9703,1.0552,1307004.38557928,2017-05-01T00:00:00.0000000Z,92.72694,231.36099,66842.63633707,2020-04-01T00:00:00.0000000Z,0.00124,0.00205,344590199.3498358,2017-10-01T00:00:00.0000000Z,0.9998,0.9999,30470689.9308768,2017-10-01T00:00:00.0000000Z,328.124,279.38,28518.58534445
7,2016-08-01T00:00:00.0000000Z,623.52,574.22,41026.06012398,2017-05-01T00:00:00.0000000Z,78.36667,228.5,3020777.26615179,2016-09-01T00:00:00.0000000Z,3.8,3.83373,10627.30568805,2019-04-01T00:00:00.0000000Z,0.069363,0.06931,236411442.8201005,2020-07-01T00:00:00.0000000Z,0.0023047,0.0032214,3692148941.9367085,2017-08-01T00:00:00.0000000Z,0.016269,0.01706,185501601.31117,2017-12-01T00:00:00.0000000Z,0.24,1.99004,578525713.2072203,2020-06-01T00:00:00.0000000Z,1.197982,1.145737,459618.98947315,2020-05-01T00:00:00.0000000Z,1.0808,1.0908,1277462.93036537,2017-06-01T00:00:00.0000000Z,233.11487,294.79606,67319.61503618,2020-05-01T00:00:00.0000000Z,0.00212,0.00235,494496735.07387054,2017-11-01T00:00:00.0000000Z,0.999,1.0067,24823706.40948579,2017-11-01T00:00:00.0000000Z,279.0,779.852,72057.46362545
8,2016-09-01T00:00:00.0000000Z,574.21,612.5,20068.95209493,2017-06-01T00:00:00.0000000Z,227.40051,280.0,2827969.55089797,2016-10-01T00:00:00.0000000Z,3.84825,4.03078,20492.23863669,2019-05-01T00:00:00.0000000Z,0.069323,0.089212,340109459.00401765,2020-08-01T00:00:00.0000000Z,0.003214,0.0032268,1052103058.1549723,2018-02-01T00:00:00.0000000Z,0.4539,0.330001,36573919.94301239,2018-01-01T00:00:00.0000000Z,1.99004,1.1202,765445473.4178604,2020-07-01T00:00:00.0000000Z,1.137183,1.280154,478859.96207952,2020-06-01T00:00:00.0000000Z,1.0909,1.1258,1378321.29345629,2017-07-01T00:00:00.0000000Z,294.79606,174.0,62711.62666939,2020-06-01T00:00:00.0000000Z,0.00237,0.00281,926797920.7534158,2017-12-01T00:00:00.0000000Z,1.0095,1.019,60404851.56396852,2017-12-01T00:00:00.0000000Z,779.0,1027.191,57779.23534492
9,2016-10-01T00:00:00.0000000Z,612.5,698.919,28400.57346374,2017-07-01T00:00:00.0000000Z,280.9999,201.7777,4388107.3970809,2016-11-01T00:00:00.0000000Z,4.0,3.83729,16222.80447082,2019-06-01T00:00:00.0000000Z,0.089,0.082022,419634787.03405076,2020-09-01T00:00:00.0000000Z,0.0032122,0.0026279,843058126.1746632,2018-03-01T00:00:00.0000000Z,0.331,0.203963,193677865.63973236,2018-02-01T00:00:00.0000000Z,1.12014,0.88697,634496464.6107434,2020-08-01T00:00:00.0000000Z,1.291871,1.799,1534766.03501466,2020-07-01T00:00:00.0000000Z,1.1255,1.5239,2524069.05133196,2017-08-01T00:00:00.0000000Z,174.0,290.0,57751.9595006,2020-07-01T00:00:00.0000000Z,0.00279,0.00305,862186014.2249272,2018-01-01T00:00:00.0000000Z,1.0191,0.985,132529405.21914876,2018-01-01T00:00:00.0000000Z,1027.191,689.5,61271.89093508
