Month,btc_start_date,price_close,volume_traded,eth_start_date,price_close,volume_traded,ltc_start_date,price_close,volume_traded,ADA_start_date,price_close,volume_traded,DOGE_start_date,price_close,volume_traded,XLM_start_date,price_close,volume_traded,XRP_start_date,price_close,volume_traded,LISK_start_date,price_close,volume_traded,WAVES_start_date,price_close,volume_traded,ZEC_start_date,price_close,volume_traded,SC_start_date,price_close,volume_traded,USDT_start_date,price_close,volume_traded,DASH_start_date,price_close,volume_traded,LINK_start_date,price_close,volume_traded,SOL_start_date,price_close,volume_traded
April,2021-04-08T00:00:00.0000000Z,59900,12511.38749,2021-04-08T00:00:00.0000000Z,2137.61,209000.5255,2021-04-08T00:00:00.0000000Z,244.57,386175.5944,2021-04-08T00:00:00.0000000Z,1.322482,82707160.53,2021-04-08T00:00:00.0000000Z,0.0710886,685613741.9,2021-04-08T00:00:00.0000000Z,0.589609,117508916,2021-04-08T00:00:00.0000000Z,1.46819,245973541.3,2021-04-08T00:00:00.0000000Z,6.47,332437.3231,2021-04-08T00:00:00.0000000Z,15.1645,986734.6937,2021-04-08T00:00:00.0000000Z,1.46819,245973541.3,2021-04-08T00:00:00.0000000Z,15.1645,986734.6937,2021-04-08T00:00:00.0000000Z,0.9996,474131291.5,2021-04-08T00:00:00.0000000Z,280.059,30692.95429,2021-04-08T00:00:00.0000000Z,33.14795,1080093.542,2021-04-08T00:00:00.0000000Z,0,0
April,2021-04-13T00:00:00.0000000Z,60085.2,23956.96229,2021-04-13T00:00:00.0000000Z,2318.27,347805.7014,2021-04-13T00:00:00.0000000Z,301.47,713250.0795,2021-04-13T00:00:00.0000000Z,1.372031,214327379.5,2021-04-13T00:00:00.0000000Z,0.2824127,6553225388,2021-04-13T00:00:00.0000000Z,0.592437,128776611.1,2021-04-13T00:00:00.0000000Z,1.54211,304909663.9,2021-04-13T00:00:00.0000000Z,6.498929,451820.9426,2021-04-13T00:00:00.0000000Z,15.6036,542113.0037,2021-04-13T00:00:00.0000000Z,1.54211,304909663.9,2021-04-13T00:00:00.0000000Z,15.6036,542113.0037,2021-04-13T00:00:00.0000000Z,1.001,929532833.5,2021-04-13T00:00:00.0000000Z,357,83759.30193,2021-04-13T00:00:00.0000000Z,40,2798830.469,2021-04-13T00:00:00.0000000Z,0,0
April,2021-04-18T00:00:00.0000000Z,51730,38729.68257,2021-04-18T00:00:00.0000000Z,2401.22,769946.0208,2021-04-18T00:00:00.0000000Z,252.9,742402.6522,2021-04-18T00:00:00.0000000Z,1.145205,205531723.5,2021-04-18T00:00:00.0000000Z,0.2611153,3495720368,2021-04-18T00:00:00.0000000Z,0.450488,86863581.04,2021-04-18T00:00:00.0000000Z,1.15592,289895205.3,2021-04-18T00:00:00.0000000Z,4.379682,322665.9667,2021-04-18T00:00:00.0000000Z,12.7286,563992.7156,2021-04-18T00:00:00.0000000Z,1.15592,289895205.3,2021-04-18T00:00:00.0000000Z,12.7286,563992.7156,2021-04-18T00:00:00.0000000Z,1.0002,1131082911,2021-04-18T00:00:00.0000000Z,276.637,69831.92072,2021-04-18T00:00:00.0000000Z,35.18,3635133.227,2021-04-18T00:00:00.0000000Z,0,0
April,2021-04-23T00:00:00.0000000Z,55078.7,25836.75856,2021-04-23T00:00:00.0000000Z,2669.15,600744.3421,2021-04-23T00:00:00.0000000Z,260.12,308523.2925,2021-04-23T00:00:00.0000000Z,1.308989,140254295,2021-04-23T00:00:00.0000000Z,0.2725271,1503783589,2021-04-23T00:00:00.0000000Z,0.509991,58457631.33,2021-04-23T00:00:00.0000000Z,1.40322,259728933.1,2021-04-23T00:00:00.0000000Z,4.856755,387875.3024,2021-04-23T00:00:00.0000000Z,20.6799,744197.4969,2021-04-23T00:00:00.0000000Z,1.40322,259728933.1,2021-04-23T00:00:00.0000000Z,20.6799,744197.4969,2021-04-23T00:00:00.0000000Z,1.0011,718022873.4,2021-04-23T00:00:00.0000000Z,293.321,45332.53185,2021-04-23T00:00:00.0000000Z,36.78944,1702068.491,2021-04-23T00:00:00.0000000Z,0,0
April,2021-04-28T00:00:00.0000000Z,56618.5,18063.82044,2021-04-28T00:00:00.0000000Z,2951.66,430679.2028,2021-04-28T00:00:00.0000000Z,269.03,291560.7609,2021-04-28T00:00:00.0000000Z,1.327791,114031232.7,2021-04-28T00:00:00.0000000Z,0.3733501,1405813690,2021-04-28T00:00:00.0000000Z,0.556143,59203142.43,2021-04-28T00:00:00.0000000Z,1.56244,133736664.4,2021-04-28T00:00:00.0000000Z,5.691484,414084.68,2021-04-28T00:00:00.0000000Z,23.7481,554854.0042,2021-04-28T00:00:00.0000000Z,1.56244,133736664.4,2021-04-28T00:00:00.0000000Z,23.7481,554854.0042,2021-04-28T00:00:00.0000000Z,1.0007,464110274.5,2021-04-28T00:00:00.0000000Z,315.343,33057.62723,2021-04-28T00:00:00.0000000Z,39.51022,1882625.807,2021-04-28T00:00:00.0000000Z,0,0
May,2021-05-03T00:00:00.0000000Z,57383,23299.90645,2021-05-03T00:00:00.0000000Z,3482.94,675099.5192,2021-05-03T00:00:00.0000000Z,345.32,861016.3843,2021-05-03T00:00:00.0000000Z,1.655011,249341076.5,2021-05-03T00:00:00.0000000Z,0.6899999,3277528194,2021-05-03T00:00:00.0000000Z,0.6316,132240859.9,2021-05-03T00:00:00.0000000Z,1.58105,192028737.5,2021-05-03T00:00:00.0000000Z,9.110377,1635729.785,2021-05-03T00:00:00.0000000Z,32.5532,1268666.933,2021-05-03T00:00:00.0000000Z,1.58105,192028737.5,2021-05-03T00:00:00.0000000Z,32.5532,1268666.933,2021-05-03T00:00:00.0000000Z,1.0009,1042853392,2021-05-03T00:00:00.0000000Z,405.16,132409.0806,2021-05-03T00:00:00.0000000Z,49.16119,4122752.065,2021-05-03T00:00:00.0000000Z,0,0
May,2021-05-08T00:00:00.0000000Z,49502.7,27416.68765,2021-05-08T00:00:00.0000000Z,3858.37,659883.4878,2021-05-08T00:00:00.0000000Z,306.51,604129.7594,2021-05-08T00:00:00.0000000Z,1.565,219260311,2021-05-08T00:00:00.0000000Z,0.3917079,2885009254,2021-05-08T00:00:00.0000000Z,0.590309,142236094.7,2021-05-08T00:00:00.0000000Z,1.255,150598876.2,2021-05-08T00:00:00.0000000Z,6.985067,796262.8502,2021-05-08T00:00:00.0000000Z,31.4869,595976.1117,2021-05-08T00:00:00.0000000Z,1.255,150598876.2,2021-05-08T00:00:00.0000000Z,31.4869,595976.1117,2021-05-08T00:00:00.0000000Z,0.9997,982926128.1,2021-05-08T00:00:00.0000000Z,355.342,100809.7933,2021-05-08T00:00:00.0000000Z,41.55998,2767591.551,2021-05-08T00:00:00.0000000Z,0,0
May,2021-05-13T00:00:00.0000000Z,43551.8,43815.36899,2021-05-13T00:00:00.0000000Z,3285.06,725366.5139,2021-05-13T00:00:00.0000000Z,281.9,542170.4994,2021-05-13T00:00:00.0000000Z,2.031234,418638976.7,2021-05-13T00:00:00.0000000Z,0.4881126,1852465954,2021-05-13T00:00:00.0000000Z,0.643067,160979169.8,2021-05-13T00:00:00.0000000Z,1.49543,239037513.2,2021-05-13T00:00:00.0000000Z,5.812,686893.8943,2021-05-13T00:00:00.0000000Z,27.064,313174.2142,2021-05-13T00:00:00.0000000Z,1.49543,239037513.2,2021-05-13T00:00:00.0000000Z,27.064,313174.2142,2021-05-13T00:00:00.0000000Z,1.0005,1051360431,2021-05-13T00:00:00.0000000Z,294.573,87836.99055,2021-05-13T00:00:00.0000000Z,37.24758,2946121.425,2021-05-13T00:00:00.0000000Z,0,0
May,2021-05-18T00:00:00.0000000Z,37468.3,80626.45719,2021-05-18T00:00:00.0000000Z,2297.09,1176218.658,2021-05-18T00:00:00.0000000Z,169.26,900890.9555,2021-05-18T00:00:00.0000000Z,1.463598,489924552.3,2021-05-18T00:00:00.0000000Z,0.342014,1372666340,2021-05-18T00:00:00.0000000Z,0.389406,147556746.7,2021-05-18T00:00:00.0000000Z,0.90547,314271234.2,2021-05-18T00:00:00.0000000Z,4.009297,796400.8202,2021-05-18T00:00:00.0000000Z,17.8864,768483.8918,2021-05-18T00:00:00.0000000Z,0.90547,314271234.2,2021-05-18T00:00:00.0000000Z,17.8864,768483.8918,2021-05-18T00:00:00.0000000Z,1.0008,1439698607,2021-05-18T00:00:00.0000000Z,178.138,116253.2645,2021-05-18T00:00:00.0000000Z,23.24572,5235462.605,2021-05-18T00:00:00.0000000Z,0,0
May,2021-05-23T00:00:00.0000000Z,38516.4,49910.35893,2021-05-23T00:00:00.0000000Z,2742.84,1085540.382,2021-05-23T00:00:00.0000000Z,194.22,703229.0982,2021-05-23T00:00:00.0000000Z,1.655785,364905236.2,2021-05-23T00:00:00.0000000Z,0.3335563,841403773.3,2021-05-23T00:00:00.0000000Z,0.420104,81206609.41,2021-05-23T00:00:00.0000000Z,0.97083,177985279.3,2021-05-23T00:00:00.0000000Z,4.219349,775412.6961,2021-05-23T00:00:00.0000000Z,16.4704,835421.8876,2021-05-23T00:00:00.0000000Z,0.97083,177985279.3,2021-05-23T00:00:00.0000000Z,16.4704,835421.8876,2021-05-23T00:00:00.0000000Z,1.001,1034925858,2021-05-23T00:00:00.0000000Z,205.112,92677.92526,2021-05-23T00:00:00.0000000Z,31.69547,5850632.633,2021-05-23T00:00:00.0000000Z,0,0
May,2021-05-28T00:00:00.0000000Z,36676.3,30806.96495,2021-05-28T00:00:00.0000000Z,2634.34,581091.4864,2021-05-28T00:00:00.0000000Z,182.92,508183.0803,2021-05-28T00:00:00.0000000Z,1.734232,219377516.4,2021-05-28T00:00:00.0000000Z,0.3702568,517984790,2021-05-28T00:00:00.0000000Z,0.418204,56744632.39,2021-05-28T00:00:00.0000000Z,1.01077,87392335.02,2021-05-28T00:00:00.0000000Z,3.62828,444484.6255,2021-05-28T00:00:00.0000000Z,13.196,497846.5992,2021-05-28T00:00:00.0000000Z,1.01077,87392335.02,2021-05-28T00:00:00.0000000Z,13.196,497846.5992,2021-05-28T00:00:00.0000000Z,0.9998,850864804.6,2021-05-28T00:00:00.0000000Z,191.485,44575.5234,2021-05-28T00:00:00.0000000Z,30.71085,4509700.277,2021-05-28T00:00:00.0000000Z,0,0
June,2021-06-02T00:00:00.0000000Z,35789,25136.50782,2021-06-02T00:00:00.0000000Z,2712.03,460695.6083,2021-06-02T00:00:00.0000000Z,176.37,252330.8199,2021-06-02T00:00:00.0000000Z,1.677341,157101137.8,2021-06-02T00:00:00.0000000Z,0.3710676,761134203.8,2021-06-02T00:00:00.0000000Z,0.380414,42103754.81,2021-06-02T00:00:00.0000000Z,0.94602,44028797.35,2021-06-02T00:00:00.0000000Z,3.505016,355988.9006,2021-06-02T00:00:00.0000000Z,16.3128,594369.0432,2021-06-02T00:00:00.0000000Z,0.94602,44028797.35,2021-06-02T00:00:00.0000000Z,16.3128,594369.0432,2021-06-02T00:00:00.0000000Z,1.0003,627917510,2021-06-02T00:00:00.0000000Z,185.445,59534.69296,2021-06-02T00:00:00.0000000Z,27.51854,2404743.534,2021-06-02T00:00:00.0000000Z,0,0
June,2021-06-07T00:00:00.0000000Z,37322.2,39000.99616,2021-06-07T00:00:00.0000000Z,2356.79,455616.328,2021-06-07T00:00:00.0000000Z,162.72,345483.1077,2021-06-07T00:00:00.0000000Z,1.437164,203075198.7,2021-06-07T00:00:00.0000000Z,0.31895,509745243.9,2021-06-07T00:00:00.0000000Z,0.317984,41796224.39,2021-06-07T00:00:00.0000000Z,0.844,74141791.14,2021-06-07T00:00:00.0000000Z,2.825375,303454.4843,2021-06-07T00:00:00.0000000Z,13.9963,404464.7862,2021-06-07T00:00:00.0000000Z,0.844,74141791.14,2021-06-07T00:00:00.0000000Z,13.9963,404464.7862,2021-06-07T00:00:00.0000000Z,1,763800062.7,2021-06-07T00:00:00.0000000Z,165.49,39096.22559,2021-06-07T00:00:00.0000000Z,21.49098,2948692.66,2021-06-07T00:00:00.0000000Z,0,0
June,2021-06-12T00:00:00.0000000Z,38337.1,34634.01152,2021-06-12T00:00:00.0000000Z,2367.47,288080.1797,2021-06-12T00:00:00.0000000Z,166.52,241101.3424,2021-06-12T00:00:00.0000000Z,1.483493,118631225.4,2021-06-12T00:00:00.0000000Z,0.3076289,164420820,2021-06-12T00:00:00.0000000Z,0.317276,31135040.71,2021-06-12T00:00:00.0000000Z,0.83189,27625000.88,2021-06-12T00:00:00.0000000Z,2.858378,140646.5416,2021-06-12T00:00:00.0000000Z,16.9358,249863.3778,2021-06-12T00:00:00.0000000Z,0.83189,27625000.88,2021-06-12T00:00:00.0000000Z,16.9358,249863.3778,2021-06-12T00:00:00.0000000Z,0.9998,544696869.4,2021-06-12T00:00:00.0000000Z,164.211,25025.29604,2021-06-12T00:00:00.0000000Z,23.02161,2660807.212,2021-06-12T00:00:00.0000000Z,0,0
June,2021-06-17T00:00:00.0000000Z,31655.2,34720.7382,2021-06-17T00:00:00.0000000Z,1886.83,385328.8605,2021-06-17T00:00:00.0000000Z,124.69,250835.2472,2021-06-17T00:00:00.0000000Z,1.174492,118344654.8,2021-06-17T00:00:00.0000000Z,0.1783672,423958482.7,2021-06-17T00:00:00.0000000Z,0.236625,35726594.91,2021-06-17T00:00:00.0000000Z,0.60823,46594988.53,2021-06-17T00:00:00.0000000Z,1.959772,181608.1368,2021-06-17T00:00:00.0000000Z,13.9508,322193.5771,2021-06-17T00:00:00.0000000Z,0.60823,46594988.53,2021-06-17T00:00:00.0000000Z,13.9508,322193.5771,2021-06-17T00:00:00.0000000Z,0.9998,590560964,2021-06-17T00:00:00.0000000Z,123.724,31591.31271,2021-06-17T00:00:00.0000000Z,17.44,2944495.715,2021-06-17T00:00:00.0000000Z,26.55,117122.1358
June,2021-06-22T00:00:00.0000000Z,32277,38781.66514,2021-06-22T00:00:00.0000000Z,1830.01,425653.7581,2021-06-22T00:00:00.0000000Z,126.72,328548.4641,2021-06-22T00:00:00.0000000Z,1.251661,197763686.7,2021-06-22T00:00:00.0000000Z,0.2457592,1034299834,2021-06-22T00:00:00.0000000Z,0.249212,54442014.4,2021-06-22T00:00:00.0000000Z,0.61605,100510545.7,2021-06-22T00:00:00.0000000Z,1.941898,288385.4174,2021-06-22T00:00:00.0000000Z,13.5415,279045.7363,2021-06-22T00:00:00.0000000Z,0.61605,100510545.7,2021-06-22T00:00:00.0000000Z,13.5415,279045.7363,2021-06-22T00:00:00.0000000Z,1,1038675609,2021-06-22T00:00:00.0000000Z,124.384,49902.88558,2021-06-22T00:00:00.0000000Z,16.95176,2896630.423,2021-06-22T00:00:00.0000000Z,29.38,184151.1769
June,2021-06-27T00:00:00.0000000Z,33532.4,21609.55262,2021-06-27T00:00:00.0000000Z,2109.25,362751.5133,2021-06-27T00:00:00.0000000Z,137.43,224254.4892,2021-06-27T00:00:00.0000000Z,1.336065,85584359.08,2021-06-27T00:00:00.0000000Z,0.24446,266197710.2,2021-06-27T00:00:00.0000000Z,0.269655,28653354.79,2021-06-27T00:00:00.0000000Z,0.66036,47105533.94,2021-06-27T00:00:00.0000000Z,2.534875,286721.4492,2021-06-27T00:00:00.0000000Z,15.8814,157408.4882,2021-06-27T00:00:00.0000000Z,0.66036,47105533.94,2021-06-27T00:00:00.0000000Z,15.8814,157408.4882,2021-06-27T00:00:00.0000000Z,1.0002,626277389.5,2021-06-27T00:00:00.0000000Z,139.236,28639.50956,2021-06-27T00:00:00.0000000Z,18.24557,1910409.247,2021-06-27T00:00:00.0000000Z,33.4,198553.073
July,2021-07-02T00:00:00.0000000Z,34235,14007.4461,2021-07-02T00:00:00.0000000Z,2322.37,234090.7932,2021-07-02T00:00:00.0000000Z,139.03,152122.1642,2021-07-02T00:00:00.0000000Z,1.417065,58132863.77,2021-07-02T00:00:00.0000000Z,0.23428,185095210.5,2021-07-02T00:00:00.0000000Z,0.260128,15366572.49,2021-07-02T00:00:00.0000000Z,0.66534,33389870.65,2021-07-02T00:00:00.0000000Z,2.655543,183720.1227,2021-07-02T00:00:00.0000000Z,16.1426,111028.2709,2021-07-02T00:00:00.0000000Z,0.66534,33389870.65,2021-07-02T00:00:00.0000000Z,16.1426,111028.2709,2021-07-02T00:00:00.0000000Z,1,390786344.2,2021-07-02T00:00:00.0000000Z,135.12,9278.012732,2021-07-02T00:00:00.0000000Z,20.081,1319872.771,2021-07-02T00:00:00.0000000Z,34.29,221699.4097
July,2021-07-07T00:00:00.0000000Z,34246.9,15594.71136,2021-07-07T00:00:00.0000000Z,2140.08,218019.3966,2021-07-07T00:00:00.0000000Z,134.2,117362.4291,2021-07-07T00:00:00.0000000Z,1.348367,50077568.23,2021-07-07T00:00:00.0000000Z,0.2158969,199023913.4,2021-07-07T00:00:00.0000000Z,0.245473,22079995.34,2021-07-07T00:00:00.0000000Z,0.63499,27137127.9,2021-07-07T00:00:00.0000000Z,2.582493,149524.7661,2021-07-07T00:00:00.0000000Z,14.2247,161564.3465,2021-07-07T00:00:00.0000000Z,0.63499,27137127.9,2021-07-07T00:00:00.0000000Z,14.2247,161564.3465,2021-07-07T00:00:00.0000000Z,0.9999,647389811.8,2021-07-07T00:00:00.0000000Z,128.311,10224.8622,2021-07-07T00:00:00.0000000Z,18.3645,1504224.328,2021-07-07T00:00:00.0000000Z,32.06,336572.9861
July,2021-07-12T00:00:00.0000000Z,31405.9,15541.40935,2021-07-12T00:00:00.0000000Z,1875.39,244832.2102,2021-07-12T00:00:00.0000000Z,120.66,125746.0704,2021-07-12T00:00:00.0000000Z,1.172784,58498690.89,2021-07-12T00:00:00.0000000Z,0.1721154,166881301.7,2021-07-12T00:00:00.0000000Z,0.235184,23430885.89,2021-07-12T00:00:00.0000000Z,0.59062,30909225.56,2021-07-12T00:00:00.0000000Z,2.230319,143259.3564,2021-07-12T00:00:00.0000000Z,13.422,89318.84798,2021-07-12T00:00:00.0000000Z,0.59062,30909225.56,2021-07-12T00:00:00.0000000Z,13.422,89318.84798,2021-07-12T00:00:00.0000000Z,1.0003,520596206.2,2021-07-12T00:00:00.0000000Z,114.864,15735.98225,2021-07-12T00:00:00.0000000Z,15.26417,1281126.819,2021-07-12T00:00:00.0000000Z,26.29,346436.2282
July,2021-07-17T00:00:00.0000000Z,32125,17902.8042,2021-07-17T00:00:00.0000000Z,1995,308021.7099,2021-07-17T00:00:00.0000000Z,117.56,162286.0629,2021-07-17T00:00:00.0000000Z,1.169397,75846080.45,2021-07-17T00:00:00.0000000Z,0.1904073,595520797.9,2021-07-17T00:00:00.0000000Z,0.227768,27169234.06,2021-07-17T00:00:00.0000000Z,0.56956,33522997.1,2021-07-17T00:00:00.0000000Z,2.288109,304723.8304,2021-07-17T00:00:00.0000000Z,12.7242,45013.78352,2021-07-17T00:00:00.0000000Z,0.56956,33522997.1,2021-07-17T00:00:00.0000000Z,12.7242,45013.78352,2021-07-17T00:00:00.0000000Z,1,590068462.1,2021-07-17T00:00:00.0000000Z,138.772,81827.77632,2021-07-17T00:00:00.0000000Z,15.2816,1602336.398,2021-07-17T00:00:00.0000000Z,26.61,470187.0484
July,2021-07-22T00:00:00.0000000Z,37274.9,19130.40545,2021-07-22T00:00:00.0000000Z,2229.46,230706.7169,2021-07-22T00:00:00.0000000Z,131.45,199301.4324,2021-07-22T00:00:00.0000000Z,1.255386,71803107.4,2021-07-22T00:00:00.0000000Z,0.2037301,363769619.2,2021-07-22T00:00:00.0000000Z,0.260687,44833261.8,2021-07-22T00:00:00.0000000Z,0.62558,45060569.28,2021-07-22T00:00:00.0000000Z,2.567421,221127.2738,2021-07-22T00:00:00.0000000Z,15,251242.124,2021-07-22T00:00:00.0000000Z,0.62558,45060569.28,2021-07-22T00:00:00.0000000Z,15,251242.124,2021-07-22T00:00:00.0000000Z,1.0003,457659111.8,2021-07-22T00:00:00.0000000Z,142.827,33691.92388,2021-07-22T00:00:00.0000000Z,18.12247,2194759.915,2021-07-22T00:00:00.0000000Z,28.33,309661.2269
July,2021-07-27T00:00:00.0000000Z,41488.5,23526.68624,2021-07-27T00:00:00.0000000Z,2530.53,215080.5022,2021-07-27T00:00:00.0000000Z,144.43,165362.5517,2021-07-27T00:00:00.0000000Z,1.318233,51815566.06,2021-07-27T00:00:00.0000000Z,0.207632,234935668.5,2021-07-27T00:00:00.0000000Z,0.284442,39853712.31,2021-07-27T00:00:00.0000000Z,0.74644,72115726.97,2021-07-27T00:00:00.0000000Z,3.222598,268453.9425,2021-07-27T00:00:00.0000000Z,16.5839,102436.0906,2021-07-27T00:00:00.0000000Z,0.74644,72115726.97,2021-07-27T00:00:00.0000000Z,16.5839,102436.0906,2021-07-27T00:00:00.0000000Z,1.0007,441252781.4,2021-07-27T00:00:00.0000000Z,163.74,19928.29897,2021-07-27T00:00:00.0000000Z,22.70594,2530104.297,2021-07-27T00:00:00.0000000Z,36.7,364827.6538
Aug,2021-08-01T00:00:00.0000000Z,40886.4,17907.20988,2021-08-01T00:00:00.0000000Z,2828.88,315718.5524,2021-08-01T00:00:00.0000000Z,143.52,143736.9706,2021-08-01T00:00:00.0000000Z,1.386727,60547873.2,2021-08-01T00:00:00.0000000Z,0.2010085,165928189.3,2021-08-01T00:00:00.0000000Z,0.280392,32546508.14,2021-08-01T00:00:00.0000000Z,0.73321,35082781.57,2021-08-01T00:00:00.0000000Z,3.533389,630533.0895,2021-08-01T00:00:00.0000000Z,16.4238,53121.68833,2021-08-01T00:00:00.0000000Z,0.73321,35082781.57,2021-08-01T00:00:00.0000000Z,16.4238,53121.68833,2021-08-01T00:00:00.0000000Z,1.0004,656253154.8,2021-08-01T00:00:00.0000000Z,165,12920.25831,2021-08-01T00:00:00.0000000Z,24.06395,2050169.693,2021-08-01T00:00:00.0000000Z,37.36,410859.3211
Aug,2021-08-06T00:00:00.0000000Z,45595.1,22220.68571,2021-08-06T00:00:00.0000000Z,3141.69,384856.9245,2021-08-06T00:00:00.0000000Z,165.44,212667.6623,2021-08-06T00:00:00.0000000Z,1.678163,81608367.95,2021-08-06T00:00:00.0000000Z,0.2573792,890639018.1,2021-08-06T00:00:00.0000000Z,0.310033,34448649.76,2021-08-06T00:00:00.0000000Z,0.85256,40890282,2021-08-06T00:00:00.0000000Z,3.917551,323611.753,2021-08-06T00:00:00.0000000Z,17.5,53872.46935,2021-08-06T00:00:00.0000000Z,0.85256,40890282,2021-08-06T00:00:00.0000000Z,17.5,53872.46935,2021-08-06T00:00:00.0000000Z,1.0003,776794769.3,2021-08-06T00:00:00.0000000Z,175.711,16900.73544,2021-08-06T00:00:00.0000000Z,24.56313,1713107.485,2021-08-06T00:00:00.0000000Z,40.67,340331.7387
Aug,2021-08-11T00:00:00.0000000Z,47019.3,15962.34321,2021-08-11T00:00:00.0000000Z,3311.34,226010.0328,2021-08-11T00:00:00.0000000Z,184.95,220429.5312,2021-08-11T00:00:00.0000000Z,2.170323,165237681.2,2021-08-11T00:00:00.0000000Z,0.3405001,827534306.7,2021-08-11T00:00:00.0000000Z,0.391365,66839327.26,2021-08-11T00:00:00.0000000Z,1.28584,129456314.4,2021-08-11T00:00:00.0000000Z,4.415655,454061.7571,2021-08-11T00:00:00.0000000Z,24.9925,314148.1079,2021-08-11T00:00:00.0000000Z,1.28584,129456314.4,2021-08-11T00:00:00.0000000Z,24.9925,314148.1079,2021-08-11T00:00:00.0000000Z,1.0008,653607813.3,2021-08-11T00:00:00.0000000Z,215.975,23411.67968,2021-08-11T00:00:00.0000000Z,27.89999,1649816.189,2021-08-11T00:00:00.0000000Z,53.46,419030.9654
Aug,2021-08-16T00:00:00.0000000Z,44588.5,9051.411811,2021-08-16T00:00:00.0000000Z,3004.93,146306.4248,2021-08-16T00:00:00.0000000Z,164.86,154956.8937,2021-08-16T00:00:00.0000000Z,2.063826,70423381.27,2021-08-16T00:00:00.0000000Z,0.2975898,491390737,2021-08-16T00:00:00.0000000Z,0.3366,40569054.29,2021-08-16T00:00:00.0000000Z,1.11051,81626840.22,2021-08-16T00:00:00.0000000Z,4.309966,638296.6418,2021-08-16T00:00:00.0000000Z,23.176,137982.0556,2021-08-16T00:00:00.0000000Z,1.11051,81626840.22,2021-08-16T00:00:00.0000000Z,23.176,137982.0556,2021-08-16T00:00:00.0000000Z,1.0002,451220162,2021-08-16T00:00:00.0000000Z,205.561,19776.79262,2021-08-16T00:00:00.0000000Z,25.19427,1601174.235,2021-08-16T00:00:00.0000000Z,70.98,1236197.701
