Month,btc_start_date,price_close,volume_traded,eth_start_date,price_close,volume_traded,ltc_start_date,price_close,volume_traded,ZEC_start_date,price_close,volume_traded,XLM_start_date,price_close,volume_traded,XRP_start_date,price_close,volume_traded,USDT_start_date,price_close,volume_traded,DASH_start_date,price_close,volume_traded
Feb,2017-02-18T00:00:00.0000000Z,1125.679,8201.667678,2017-02-18T00:00:00.0000000Z,12.69549,82077.77914,2017-02-18T00:00:00.0000000Z,3.912,4076.821879,2017-02-18T00:00:00.0000000Z,0,0,2017-02-18T00:00:00.0000000Z,0.001951,2134095.344,2017-02-18T00:00:00.0000000Z,0,0,2017-02-18T00:00:00.0000000Z,0,0,2017-02-18T00:00:00.0000000Z,0,0
Feb,2017-02-23T00:00:00.0000000Z,1190.212,13793.37598,2017-02-23T00:00:00.0000000Z,15.37071,249109.2225,2017-02-23T00:00:00.0000000Z,3.83075,13560.30628,2017-02-23T00:00:00.0000000Z,0,0,2017-02-23T00:00:00.0000000Z,0.001804,6238674.62,2017-02-23T00:00:00.0000000Z,0,0,2017-02-23T00:00:00.0000000Z,0,0,2017-02-23T00:00:00.0000000Z,0,0
Feb,2017-02-28T00:00:00.0000000Z,1261.266,11306.58949,2017-02-28T00:00:00.0000000Z,18.58567,640654.5348,2017-02-28T00:00:00.0000000Z,3.95341,16075.70249,2017-02-28T00:00:00.0000000Z,0,0,2017-02-28T00:00:00.0000000Z,0.00175,4000039.291,2017-02-28T00:00:00.0000000Z,0,0,2017-02-28T00:00:00.0000000Z,0,0,2017-02-28T00:00:00.0000000Z,0,0
March,2017-03-05T00:00:00.0000000Z,1187.194,11742.51628,2017-03-05T00:00:00.0000000Z,17.59999,347306.199,2017-03-05T00:00:00.0000000Z,3.90011,16256.73786,2017-03-05T00:00:00.0000000Z,0,0,2017-03-05T00:00:00.0000000Z,0.002014,6650117.295,2017-03-05T00:00:00.0000000Z,0,0,2017-03-05T00:00:00.0000000Z,0,0,2017-03-05T00:00:00.0000000Z,0,0
March,2017-03-10T00:00:00.0000000Z,1243.995,20755.192,2017-03-10T00:00:00.0000000Z,28.37047,899964.7692,2017-03-10T00:00:00.0000000Z,4.21874,48793.3192,2017-03-10T00:00:00.0000000Z,0,0,2017-03-10T00:00:00.0000000Z,0.001817,4718569.769,2017-03-10T00:00:00.0000000Z,0,0,2017-03-10T00:00:00.0000000Z,0,0,2017-03-10T00:00:00.0000000Z,0,0
March,2017-03-15T00:00:00.0000000Z,1017.937,28509.65847,2017-03-15T00:00:00.0000000Z,42.36041,874182.4011,2017-03-15T00:00:00.0000000Z,3.80261,42351.46871,2017-03-15T00:00:00.0000000Z,0,0,2017-03-15T00:00:00.0000000Z,0.001701,7608365.546,2017-03-15T00:00:00.0000000Z,0,0,2017-03-15T00:00:00.0000000Z,0,0,2017-03-15T00:00:00.0000000Z,0,0
March,2017-03-20T00:00:00.0000000Z,921.302,17801.08373,2017-03-20T00:00:00.0000000Z,51.99,352849.1228,2017-03-20T00:00:00.0000000Z,4.07015,63709.75812,2017-03-20T00:00:00.0000000Z,0,0,2017-03-20T00:00:00.0000000Z,0.00195,20720057.47,2017-03-20T00:00:00.0000000Z,0,0,2017-03-20T00:00:00.0000000Z,0,0,2017-03-20T00:00:00.0000000Z,0,0
March,2017-03-25T00:00:00.0000000Z,1043.43,19463.29058,2017-03-25T00:00:00.0000000Z,53.01498,299745.5843,2017-03-25T00:00:00.0000000Z,4.2816,37681.90703,2017-03-25T00:00:00.0000000Z,0,0,2017-03-25T00:00:00.0000000Z,0.001917,7032744.637,2017-03-25T00:00:00.0000000Z,0,0,2017-03-25T00:00:00.0000000Z,0,0,2017-03-25T00:00:00.0000000Z,0,0
March,2017-03-30T00:00:00.0000000Z,1148.428,16604.68417,2017-03-30T00:00:00.0000000Z,44.11541,273287.8809,2017-03-30T00:00:00.0000000Z,8.58428,266286.81,2017-03-30T00:00:00.0000000Z,0,0,2017-03-30T00:00:00.0000000Z,0.003036,51587276.58,2017-03-30T00:00:00.0000000Z,0,0,2017-03-30T00:00:00.0000000Z,0.9991,1666093.173,2017-03-30T00:00:00.0000000Z,0,0
April,2017-04-04T00:00:00.0000000Z,1182.47,12346.81023,2017-04-04T00:00:00.0000000Z,44.33113,200914.3437,2017-04-04T00:00:00.0000000Z,10.65513,314194.2725,2017-04-04T00:00:00.0000000Z,0,0,2017-04-04T00:00:00.0000000Z,0.003064,19526576.15,2017-04-04T00:00:00.0000000Z,0,0,2017-04-04T00:00:00.0000000Z,0.999,1950920.743,2017-04-04T00:00:00.0000000Z,0,0
April,2017-04-09T00:00:00.0000000Z,1174.13,9313.161258,2017-04-09T00:00:00.0000000Z,50.0923,155868.4088,2017-04-09T00:00:00.0000000Z,10.97542,182787.3137,2017-04-09T00:00:00.0000000Z,0,0,2017-04-09T00:00:00.0000000Z,0.003132,10198259.06,2017-04-09T00:00:00.0000000Z,0,0,2017-04-09T00:00:00.0000000Z,0.9939,749005.1793,2017-04-09T00:00:00.0000000Z,0,0
April,2017-04-14T00:00:00.0000000Z,1202.378,7436.460544,2017-04-14T00:00:00.0000000Z,49.9084,108499.5297,2017-04-14T00:00:00.0000000Z,11.03446,73916.91415,2017-04-14T00:00:00.0000000Z,0,0,2017-04-14T00:00:00.0000000Z,0.0037,9942960.843,2017-04-14T00:00:00.0000000Z,0,0,2017-04-14T00:00:00.0000000Z,0.945,176988.2125,2017-04-14T00:00:00.0000000Z,0,0
April,2017-04-19T00:00:00.0000000Z,1242.48,9219.816759,2017-04-19T00:00:00.0000000Z,48.50386,103212.1182,2017-04-19T00:00:00.0000000Z,15.15856,238282.261,2017-04-19T00:00:00.0000000Z,0,0,2017-04-19T00:00:00.0000000Z,0.003502,5092004.136,2017-04-19T00:00:00.0000000Z,0,0,2017-04-19T00:00:00.0000000Z,0.915,360711.5609,2017-04-19T00:00:00.0000000Z,71.02448,1443.086714
April,2017-04-24T00:00:00.0000000Z,1328.64,13434.72269,2017-04-24T00:00:00.0000000Z,71.4986,324759.6117,2017-04-24T00:00:00.0000000Z,14.50019,144609.717,2017-04-24T00:00:00.0000000Z,0,0,2017-04-24T00:00:00.0000000Z,0.004535,8048011.176,2017-04-24T00:00:00.0000000Z,0,0,2017-04-24T00:00:00.0000000Z,0.94,353313.1871,2017-04-24T00:00:00.0000000Z,80.5,4998.327692
April,2017-04-29T00:00:00.0000000Z,1513.599,19572.11537,2017-04-29T00:00:00.0000000Z,80.39984,373954.0109,2017-04-29T00:00:00.0000000Z,21.49806,213891.4488,2017-04-29T00:00:00.0000000Z,0,0,2017-04-29T00:00:00.0000000Z,0.005145,35207856.29,2017-04-29T00:00:00.0000000Z,0,0,2017-04-29T00:00:00.0000000Z,0.9347,267671.4127,2017-04-29T00:00:00.0000000Z,90,6592.468889
May,2017-05-04T00:00:00.0000000Z,1670.059,33136.24918,2017-05-04T00:00:00.0000000Z,87.08,565470.0879,2017-05-04T00:00:00.0000000Z,28.40103,284192.8461,2017-05-04T00:00:00.0000000Z,0,0,2017-05-04T00:00:00.0000000Z,0.04067588,276768113.9,2017-05-04T00:00:00.0000000Z,0,0,2017-05-04T00:00:00.0000000Z,0.9711,581576.2537,2017-05-04T00:00:00.0000000Z,99.19995,8626.64848
May,2017-05-09T00:00:00.0000000Z,1783.571,33064.10801,2017-05-09T00:00:00.0000000Z,88.1,279030.8915,2017-05-09T00:00:00.0000000Z,28.93988,320895.41,2017-05-09T00:00:00.0000000Z,0,0,2017-05-09T00:00:00.0000000Z,0.037356,117271676.8,2017-05-09T00:00:00.0000000Z,0,0,2017-05-09T00:00:00.0000000Z,0.9778,1089339.479,2017-05-09T00:00:00.0000000Z,88.00909,5693.580341
May,2017-05-14T00:00:00.0000000Z,1900,27575.73277,2017-05-14T00:00:00.0000000Z,96.08999,251900.4367,2017-05-14T00:00:00.0000000Z,28.49319,300240.0434,2017-05-14T00:00:00.0000000Z,0,0,2017-05-14T00:00:00.0000000Z,0.046,96901780.15,2017-05-14T00:00:00.0000000Z,0,0,2017-05-14T00:00:00.0000000Z,0.9799,275220.0028,2017-05-14T00:00:00.0000000Z,90.5998,8522.484425
May,2017-05-19T00:00:00.0000000Z,2231.967,36886.93929,2017-05-19T00:00:00.0000000Z,166.94998,642953.501,2017-05-19T00:00:00.0000000Z,30.75689,248854.3951,2017-05-19T00:00:00.0000000Z,0.322223,41901233.21,2017-05-19T00:00:00.0000000Z,0.054166,80786693.15,2017-05-19T00:00:00.0000000Z,0.322223,41901233.21,2017-05-19T00:00:00.0000000Z,0.999,1081536.424,2017-05-19T00:00:00.0000000Z,129.0245,11947.62267
May,2017-05-24T00:00:00.0000000Z,2137.213,54125.93689,2017-05-24T00:00:00.0000000Z,168.28644,666137.4704,2017-05-24T00:00:00.0000000Z,23.51315,268477.3159,2017-05-24T00:00:00.0000000Z,0.225,57902891.98,2017-05-24T00:00:00.0000000Z,0.035384,84578256.24,2017-05-24T00:00:00.0000000Z,0.225,57902891.98,2017-05-24T00:00:00.0000000Z,1.0025,1328074.763,2017-05-24T00:00:00.0000000Z,106.1,16525.82402
May,2017-05-29T00:00:00.0000000Z,2487.183,38597.22156,2017-05-29T00:00:00.0000000Z,221.5376,528517.8563,2017-05-29T00:00:00.0000000Z,27.99972,174518.9474,2017-05-29T00:00:00.0000000Z,0.293502,55138192.36,2017-05-29T00:00:00.0000000Z,0.040308,67743653.7,2017-05-29T00:00:00.0000000Z,0.293502,55138192.36,2017-05-29T00:00:00.0000000Z,1.0323,1516772.249,2017-05-29T00:00:00.0000000Z,147.99999,9439.653701
June,2017-06-03T00:00:00.0000000Z,2690.001,37291.09479,2017-06-03T00:00:00.0000000Z,256.18506,298689.0377,2017-06-03T00:00:00.0000000Z,28.4819,129356.1789,2017-06-03T00:00:00.0000000Z,0.276152,25637027.35,2017-06-03T00:00:00.0000000Z,0.046579,38679270.07,2017-06-03T00:00:00.0000000Z,0.276152,25637027.35,2017-06-03T00:00:00.0000000Z,1.0186,1066868.488,2017-06-03T00:00:00.0000000Z,141.84128,10665.66988
June,2017-06-08T00:00:00.0000000Z,2609.442,30207.94723,2017-06-08T00:00:00.0000000Z,385,378710.8766,2017-06-08T00:00:00.0000000Z,28.39001,167923.8019,2017-06-08T00:00:00.0000000Z,0.237751,25144550.25,2017-06-08T00:00:00.0000000Z,0.039157,45606083.67,2017-06-08T00:00:00.0000000Z,0.237751,25144550.25,2017-06-08T00:00:00.0000000Z,1.0026,1411121.933,2017-06-08T00:00:00.0000000Z,167.26833,10895.19608
June,2017-06-13T00:00:00.0000000Z,2642.243,47272.72579,2017-06-13T00:00:00.0000000Z,368.9527,588948.7911,2017-06-13T00:00:00.0000000Z,46.00616,392436.0351,2017-06-13T00:00:00.0000000Z,0.2609,31987681.32,2017-06-13T00:00:00.0000000Z,0.040667,29260107.57,2017-06-13T00:00:00.0000000Z,0.2609,31987681.32,2017-06-13T00:00:00.0000000Z,1.014,1817724.032,2017-06-13T00:00:00.0000000Z,179.80017,13674.13982
June,2017-06-18T00:00:00.0000000Z,2684.987,31124.99368,2017-06-18T00:00:00.0000000Z,321.60076,357859.0459,2017-06-18T00:00:00.0000000Z,46.0653,387773.47,2017-06-18T00:00:00.0000000Z,0.272,32532921.63,2017-06-18T00:00:00.0000000Z,0.039383,18763517.44,2017-06-18T00:00:00.0000000Z,0.272,32532921.63,2017-06-18T00:00:00.0000000Z,1.0052,1750310.758,2017-06-18T00:00:00.0000000Z,181.00001,12092.37591
June,2017-06-23T00:00:00.0000000Z,2538.01,32116.03372,2017-06-23T00:00:00.0000000Z,283.66,646741.4535,2017-06-23T00:00:00.0000000Z,39.325,183807.6727,2017-06-23T00:00:00.0000000Z,0.260999,25741816.07,2017-06-23T00:00:00.0000000Z,0.029004,30767399.07,2017-06-23T00:00:00.0000000Z,0.260999,25741816.07,2017-06-23T00:00:00.0000000Z,1.013,3878871.731,2017-06-23T00:00:00.0000000Z,174.94193,7100.648793
June,2017-06-28T00:00:00.0000000Z,2505.571,30091.82943,2017-06-28T00:00:00.0000000Z,284,608115.0691,2017-06-28T00:00:00.0000000Z,41.49999,146395.9346,2017-06-28T00:00:00.0000000Z,0.254533,16782764.68,2017-06-28T00:00:00.0000000Z,0.025734,27076113.61,2017-06-28T00:00:00.0000000Z,0.254533,16782764.68,2017-06-28T00:00:00.0000000Z,1.029,4380566.391,2017-06-28T00:00:00.0000000Z,173.00082,6272.467715
July,2017-07-03T00:00:00.0000000Z,2506.928,25943.86232,2017-07-03T00:00:00.0000000Z,240.5,317989.6747,2017-07-03T00:00:00.0000000Z,46.194,414378.5121,2017-07-03T00:00:00.0000000Z,0.23085,18605438.44,2017-07-03T00:00:00.0000000Z,0.020214,23770728.19,2017-07-03T00:00:00.0000000Z,0.23085,18605438.44,2017-07-03T00:00:00.0000000Z,1.0063,2705789.669,2017-07-03T00:00:00.0000000Z,189.51403,13539.9631
July,2017-07-08T00:00:00.0000000Z,2373.846,34120.96858,2017-07-08T00:00:00.0000000Z,223,761273.0328,2017-07-08T00:00:00.0000000Z,46.78,329118.4237,2017-07-08T00:00:00.0000000Z,0.195101,64990119.88,2017-07-08T00:00:00.0000000Z,0.01776,38745074.29,2017-07-08T00:00:00.0000000Z,0.195101,64990119.88,2017-07-08T00:00:00.0000000Z,1.0069,3280819.589,2017-07-08T00:00:00.0000000Z,176.86043,13514.426
July,2017-07-13T00:00:00.0000000Z,2217,52186.83075,2017-07-13T00:00:00.0000000Z,188.72,1014125.756,2017-07-13T00:00:00.0000000Z,42.24799,405660.6562,2017-07-13T00:00:00.0000000Z,0.172752,47011565.81,2017-07-13T00:00:00.0000000Z,0.0185,48462563.53,2017-07-13T00:00:00.0000000Z,0.172752,47011565.81,2017-07-13T00:00:00.0000000Z,1,3773793.072,2017-07-13T00:00:00.0000000Z,152.99998,12978.16978
July,2017-07-18T00:00:00.0000000Z,2831.131,62406.66416,2017-07-18T00:00:00.0000000Z,230.13475,1155386.814,2017-07-18T00:00:00.0000000Z,46.69893,415710.0566,2017-07-18T00:00:00.0000000Z,0.1975,45020151.04,2017-07-18T00:00:00.0000000Z,0.02334,48537253.89,2017-07-18T00:00:00.0000000Z,0.1975,45020151.04,2017-07-18T00:00:00.0000000Z,0.9976,3207150.254,2017-07-18T00:00:00.0000000Z,197.8,13169.72336
July,2017-07-23T00:00:00.0000000Z,2675.392,44746.82989,2017-07-23T00:00:00.0000000Z,203.09794,491084.903,2017-07-23T00:00:00.0000000Z,41.62096,251640.6279,2017-07-23T00:00:00.0000000Z,0.172602,32301954.35,2017-07-23T00:00:00.0000000Z,0.0182,37318574.81,2017-07-23T00:00:00.0000000Z,0.172602,32301954.35,2017-07-23T00:00:00.0000000Z,0.9993,3554231.397,2017-07-23T00:00:00.0000000Z,195.95882,19519.04052
July,2017-07-28T00:00:00.0000000Z,2727.027,43965.66386,2017-07-28T00:00:00.0000000Z,226.25,626004.1404,2017-07-28T00:00:00.0000000Z,43,201826.7213,2017-07-28T00:00:00.0000000Z,0.177404,29747993.16,2017-07-28T00:00:00.0000000Z,0.017939,28192439.62,2017-07-28T00:00:00.0000000Z,0.177404,29747993.16,2017-07-28T00:00:00.0000000Z,1.0018,4584525.704,2017-07-28T00:00:00.0000000Z,184.99721,9018.052203
Aug,2017-08-02T00:00:00.0000000Z,3235.032,39592.74133,2017-08-02T00:00:00.0000000Z,265.67,462346.2646,2017-08-02T00:00:00.0000000Z,45.30269,146859.2015,2017-08-02T00:00:00.0000000Z,0.181061,36957972.71,2017-08-02T00:00:00.0000000Z,0.023,58192102.03,2017-08-02T00:00:00.0000000Z,0.181061,36957972.71,2017-08-02T00:00:00.0000000Z,1.0028,3034224.357,2017-08-02T00:00:00.0000000Z,187.80074,9551.367406
Aug,2017-08-07T00:00:00.0000000Z,3670,31491.5979,2017-08-07T00:00:00.0000000Z,310,514200.5119,2017-08-07T00:00:00.0000000Z,47.15213,133687.6035,2017-08-07T00:00:00.0000000Z,0.1792,37981760.01,2017-08-07T00:00:00.0000000Z,0.021486,43636170.79,2017-08-07T00:00:00.0000000Z,0.1792,37981760.01,2017-08-07T00:00:00.0000000Z,1.004,3987424.671,2017-08-07T00:00:00.0000000Z,210.14576,8602.713749
Aug,2017-08-12T00:00:00.0000000Z,4388,55659.69308,2017-08-12T00:00:00.0000000Z,302.258,340343.9223,2017-08-12T00:00:00.0000000Z,44.05,117422.0112,2017-08-12T00:00:00.0000000Z,0.160452,48076782.68,2017-08-12T00:00:00.0000000Z,0.0178,31770670.18,2017-08-12T00:00:00.0000000Z,0.160452,48076782.68,2017-08-12T00:00:00.0000000Z,1.0019,5089881.746,2017-08-12T00:00:00.0000000Z,231.90155,10782.87142
Aug,2017-08-17T00:00:00.0000000Z,4005.704,33926.52165,2017-08-17T00:00:00.0000000Z,321.99785,299070.3746,2017-08-17T00:00:00.0000000Z,48.5,132751.6396,2017-08-17T00:00:00.0000000Z,0.196741,47162920.16,2017-08-17T00:00:00.0000000Z,0.019866,39542051.24,2017-08-17T00:00:00.0000000Z,0.196741,47162920.16,2017-08-17T00:00:00.0000000Z,1.0063,3442302.893,2017-08-17T00:00:00.0000000Z,281.08,12554.6464
Aug,2017-08-22T00:00:00.0000000Z,4351.749,30663.47945,2017-08-22T00:00:00.0000000Z,332.65,242357.8707,2017-08-22T00:00:00.0000000Z,51.68,260225.6394,2017-08-22T00:00:00.0000000Z,0.2101,167358043.7,2017-08-22T00:00:00.0000000Z,0.01706,5753477.206,2017-08-22T00:00:00.0000000Z,0.2101,167358043.7,2017-08-22T00:00:00.0000000Z,1.007,1195974.56,2017-08-22T00:00:00.0000000Z,404.98836,10691.43137
Aug,2017-08-27T00:00:00.0000000Z,4737.27,22776.78349,2017-08-27T00:00:00.0000000Z,388.003,287745.4076,2017-08-27T00:00:00.0000000Z,73.3708,376528.4113,2017-08-27T00:00:00.0000000Z,0.26,90096843.24,2017-08-27T00:00:00.0000000Z,0,0,2017-08-27T00:00:00.0000000Z,0.26,90096843.24,2017-08-27T00:00:00.0000000Z,1.0046,1587791.489,2017-08-27T00:00:00.0000000Z,387.182,7881.652025
Sept,2017-09-01T00:00:00.0000000Z,4464.03,33365.33763,2017-09-01T00:00:00.0000000Z,322.98,533096.0137,2017-09-01T00:00:00.0000000Z,74.6,517452.9533,2017-09-01T00:00:00.0000000Z,0.222448,73375686.38,2017-09-01T00:00:00.0000000Z,0,0,2017-09-01T00:00:00.0000000Z,0.222448,73375686.38,2017-09-01T00:00:00.0000000Z,1.022,3739696.362,2017-09-01T00:00:00.0000000Z,338.001,7978.360584
Sept,2017-09-06T00:00:00.0000000Z,4287.1,24556.01347,2017-09-06T00:00:00.0000000Z,301.54,338123.2591,2017-09-06T00:00:00.0000000Z,67.84,263719.5707,2017-09-06T00:00:00.0000000Z,0.22033,42615925.96,2017-09-06T00:00:00.0000000Z,0,0,2017-09-06T00:00:00.0000000Z,0.22033,42615925.96,2017-09-06T00:00:00.0000000Z,1.015,3435774.872,2017-09-06T00:00:00.0000000Z,322.67,7606.084549
Sept,2017-09-11T00:00:00.0000000Z,3739.6,64785.92916,2017-09-11T00:00:00.0000000Z,259.42,814189.5463,2017-09-11T00:00:00.0000000Z,52.2,561282.1504,2017-09-11T00:00:00.0000000Z,0.187,76479354.33,2017-09-11T00:00:00.0000000Z,0,0,2017-09-11T00:00:00.0000000Z,0.187,76479354.33,2017-09-11T00:00:00.0000000Z,1.0101,5439093.874,2017-09-11T00:00:00.0000000Z,285.17,12786.76158
Sept,2017-09-16T00:00:00.0000000Z,3863.1,32359.28295,2017-09-16T00:00:00.0000000Z,282.36,458595.2412,2017-09-16T00:00:00.0000000Z,51.25,403682.1986,2017-09-16T00:00:00.0000000Z,0.18141,40219254.8,2017-09-16T00:00:00.0000000Z,0,0,2017-09-16T00:00:00.0000000Z,0.18141,40219254.8,2017-09-16T00:00:00.0000000Z,1.0013,2987314.835,2017-09-16T00:00:00.0000000Z,342.079,8277.300543
Sept,2017-09-21T00:00:00.0000000Z,3924,24202.76369,2017-09-21T00:00:00.0000000Z,295,341020.8408,2017-09-21T00:00:00.0000000Z,52.37,209753.5922,2017-09-21T00:00:00.0000000Z,0.18558,21920590.46,2017-09-21T00:00:00.0000000Z,0,0,2017-09-21T00:00:00.0000000Z,0.18558,21920590.46,2017-09-21T00:00:00.0000000Z,1.0018,3012568.451,2017-09-21T00:00:00.0000000Z,346.78,9422.41656
Sept,2017-09-26T00:00:00.0000000Z,4344,26198.85828,2017-09-26T00:00:00.0000000Z,302.2,241637.2611,2017-09-26T00:00:00.0000000Z,55.65,223164.7117,2017-09-26T00:00:00.0000000Z,0.19903,46725176.51,2017-09-26T00:00:00.0000000Z,0,0,2017-09-26T00:00:00.0000000Z,0.19903,46725176.51,2017-09-26T00:00:00.0000000Z,0.9998,4394201.211,2017-09-26T00:00:00.0000000Z,330,9733.893743
Oct,2017-10-01T00:00:00.0000000Z,4324.2,18707.46522,2017-10-01T00:00:00.0000000Z,294.75,124747.6962,2017-10-01T00:00:00.0000000Z,51.66,103590.005,2017-10-01T00:00:00.0000000Z,0.2382,49815578.53,2017-10-01T00:00:00.0000000Z,0,0,2017-10-01T00:00:00.0000000Z,0.2382,49815578.53,2017-10-01T00:00:00.0000000Z,0.9984,4166049.576,2017-10-01T00:00:00.0000000Z,307.199,6168.59253
Oct,2017-10-06T00:00:00.0000000Z,4748.5,20392.02779,2017-10-06T00:00:00.0000000Z,298.02,141210.7448,2017-10-06T00:00:00.0000000Z,50.62,90007.01625,2017-10-06T00:00:00.0000000Z,0.25748,70680042.94,2017-10-06T00:00:00.0000000Z,0,0,2017-10-06T00:00:00.0000000Z,0.25748,70680042.94,2017-10-06T00:00:00.0000000Z,0.9942,4978933.429,2017-10-06T00:00:00.0000000Z,289.08,5159.441575
Oct,2017-10-11T00:00:00.0000000Z,5680,28351.10198,2017-10-11T00:00:00.0000000Z,335.71,177269.9396,2017-10-11T00:00:00.0000000Z,65.31,277306.6638,2017-10-11T00:00:00.0000000Z,0.2655,51141871.96,2017-10-11T00:00:00.0000000Z,0,0,2017-10-11T00:00:00.0000000Z,0.2655,51141871.96,2017-10-11T00:00:00.0000000Z,0.9992,5192008.599,2017-10-11T00:00:00.0000000Z,307.337,6690.172805
Oct,2017-10-16T00:00:00.0000000Z,5978.3,20512.8853,2017-10-16T00:00:00.0000000Z,308.24,143200.0169,2017-10-16T00:00:00.0000000Z,60.04,133412.1078,2017-10-16T00:00:00.0000000Z,0.20866,89155349.77,2017-10-16T00:00:00.0000000Z,0,0,2017-10-16T00:00:00.0000000Z,0.20866,89155349.77,2017-10-16T00:00:00.0000000Z,0.9994,4343721.001,2017-10-16T00:00:00.0000000Z,285.01,3156.089874
Oct,2017-10-21T00:00:00.0000000Z,0,0,2017-10-21T00:00:00.0000000Z,0,0,2017-10-21T00:00:00.0000000Z,56.39,103059.7461,2017-10-21T00:00:00.0000000Z,0.20323,36169204.2,2017-10-21T00:00:00.0000000Z,0,0,2017-10-21T00:00:00.0000000Z,0.20323,36169204.2,2017-10-21T00:00:00.0000000Z,1.0044,5195327.703,2017-10-21T00:00:00.0000000Z,285.8,3897.030413
